Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,MathScore,ReadingScore,WritingScore
male,group D,some college,standard,none,70,79,72
male,group D,high school,free/reduced,completed,52,57,63
female,group E,master's degree,standard,completed,79,75,75
female,group B,high school,standard,none,62,75,77
female,group D,some high school,standard,none,86,88,89
male,group D,some college,standard,none,72,58,59
male,group C,some college,standard,none,74,73,65
female,group B,high school,standard,none,64,76,79
female,group C,master's degree,standard,none,33,43,47
female,group D,some high school,standard,none,81,84,83
female,group C,associate's degree,standard,none,75,83,79
female,group D,some college,free/reduced,none,67,62,67
female,group D,bachelor's degree,free/reduced,none,70,87,78
male,group D,some college,standard,completed,99,93,97
male,group E,some high school,standard,none,63,58,51
male,group D,some high school,standard,none,84,72,70
female,group B,some high school,standard,none,64,73,74
female,group C,associate's degree,standard,none,56,58,58
male,group D,bachelor's degree,standard,completed,69,66,71
male,group D,some high school,standard,none,63,67,68
male,group B,high school,standard,none,48,44,46
female,group D,bachelor's degree,free/reduced,completed,49,79,78
male,group C,some college,standard,none,79,71,72
female,group E,master's degree,standard,none,52,68,73
female,group B,some college,standard,none,50,59,55
female,group B,some college,standard,completed,79,86,87
female,group B,some high school,standard,none,32,35,40
male,group B,high school,standard,none,65,70,66
female,group C,high school,free/reduced,completed,70,80,81
female,group D,some college,free/reduced,none,52,65,57
male,group C,associate's degree,free/reduced,completed,66,68,68
male,group E,associate's degree,free/reduced,none,73,65,62
female,group C,some college,standard,none,78,92,94
female,group B,some college,standard,completed,69,85,83
male,group D,some college,free/reduced,completed,66,70,68
female,group B,bachelor's degree,free/reduced,none,61,75,70
male,group B,high school,standard,completed,72,72,73
male,group C,bachelor's degree,standard,none,65,70,68
male,group E,associate's degree,standard,none,92,85,75
female,group C,high school,free/reduced,completed,64,80,75
male,group C,master's degree,standard,completed,80,74,77
female,group B,master's degree,free/reduced,none,50,65,67
female,group E,some high school,standard,none,87,83,84
female,group B,some college,free/reduced,none,49,59,64
female,group C,high school,standard,completed,76,76,84
female,group C,some high school,free/reduced,completed,28,36,34
male,group C,some college,free/reduced,none,36,35,35
female,group B,high school,standard,none,85,87,83
female,group C,high school,free/reduced,completed,66,65,72
female,group A,bachelor's degree,standard,none,74,90,83
male,group D,bachelor's degree,standard,none,93,84,90
female,group B,high school,free/reduced,none,42,60,50
male,group E,some college,standard,none,73,60,57
female,group D,associate's degree,standard,none,83,95,87
male,group D,some college,standard,completed,79,66,75
female,group E,some high school,free/reduced,none,83,84,82
male,group E,some college,standard,completed,100,86,85
female,group E,high school,free/reduced,none,64,67,71
female,group C,high school,standard,none,78,75,77
male,group E,associate's degree,standard,completed,97,92,90
female,group E,some college,free/reduced,completed,73,83,85
female,group B,high school,standard,completed,65,78,80
female,group C,associate's degree,free/reduced,none,57,65,65
male,group D,some college,free/reduced,none,52,57,52
female,group C,associate's degree,free/reduced,none,37,63,62
male,group B,some college,standard,none,89,80,79
female,group C,master's degree,standard,none,76,90,88
female,group D,some college,free/reduced,none,78,85,86
male,group E,bachelor's degree,free/reduced,none,82,74,70
male,group C,high school,standard,none,80,73,69
male,group C,associate's degree,free/reduced,none,61,70,64
female,group C,some college,free/reduced,completed,56,72,68
male,group C,some high school,standard,completed,52,59,59
male,group C,bachelor's degree,standard,none,93,86,75
female,group D,associate's degree,standard,none,79,87,91
female,group C,some high school,free/reduced,none,46,72,61
male,group B,some college,free/reduced,completed,62,66,65
female,group D,high school,standard,none,34,44,44
female,group E,some college,standard,none,50,47,47
male,group E,associate's degree,standard,none,75,74,68
male,group A,bachelor's degree,free/reduced,none,49,39,42
female,group C,some college,free/reduced,none,62,71,68
female,group B,high school,free/reduced,none,67,83,76
female,group B,bachelor's degree,standard,none,68,80,82
male,group C,associate's degree,standard,none,87,91,87
female,group C,some high school,free/reduced,none,47,61,56
female,group D,master's degree,free/reduced,completed,70,84,87
male,group C,some college,standard,none,79,68,63
female,group C,some college,free/reduced,none,57,61,58
male,group D,high school,standard,none,78,68,67
female,group A,high school,standard,none,56,58,62
female,group E,bachelor's degree,free/reduced,none,58,71,68
male,group B,some high school,standard,none,58,51,43
male,group E,some high school,standard,none,70,73,70
male,group C,master's degree,free/reduced,none,56,51,52
female,group C,some high school,standard,none,78,81,75
male,group C,associate's degree,free/reduced,none,70,70,66
male,group A,bachelor's degree,standard,none,91,89,88
male,group C,associate's degree,standard,completed,85,78,82
male,group C,high school,free/reduced,none,51,55,45
male,group B,some high school,free/reduced,none,51,48,40
female,group D,bachelor's degree,standard,none,69,78,79
male,group A,some college,standard,none,72,68,60
female,group B,bachelor's degree,free/reduced,none,48,59,60
male,group B,associate's degree,standard,completed,67,72,70
female,group B,some high school,free/reduced,completed,48,64,56
male,group C,some high school,free/reduced,none,67,66,64
female,group A,some college,free/reduced,none,38,44,41
female,group A,associate's degree,free/reduced,completed,73,84,93
female,group D,some high school,free/reduced,none,23,37,35
male,group B,associate's degree,standard,none,70,73,69
male,group E,some high school,free/reduced,none,78,75,73
female,group B,associate's degree,standard,none,57,62,62
male,group E,bachelor's degree,standard,none,91,73,77
female,group D,high school,free/reduced,none,58,64,61
male,group D,some college,standard,none,66,64,60
female,group C,some high school,standard,none,60,66,65
female,group D,some high school,free/reduced,none,55,62,58
male,group C,high school,standard,completed,63,69,63
male,group C,some high school,free/reduced,none,52,54,45
female,group D,associate's degree,standard,none,97,95,99
female,group E,associate's degree,free/reduced,none,61,65,60
male,group C,high school,standard,none,79,84,73
female,group A,bachelor's degree,standard,completed,60,70,74
female,group C,associate's degree,standard,completed,96,100,100
male,group C,some high school,free/reduced,completed,77,71,77
male,group C,master's degree,standard,none,69,72,72
male,group C,associate's degree,free/reduced,completed,31,37,41
male,group E,some college,free/reduced,completed,74,70,66
male,group E,some college,free/reduced,none,80,72,70
female,group B,some high school,standard,none,79,74,72
female,group E,high school,standard,none,76,67,64
male,group D,bachelor's degree,free/reduced,completed,70,77,78
female,group D,high school,standard,none,65,78,81
female,group B,bachelor's degree,standard,none,70,67,69
male,group E,high school,free/reduced,none,87,87,77
female,group E,some high school,standard,none,72,78,78
female,group E,associate's degree,standard,none,61,65,63
female,group B,master's degree,standard,none,74,71,72
male,group B,high school,standard,completed,69,56,60
male,group E,some college,standard,none,81,68,68
male,group D,associate's degree,free/reduced,none,71,64,66
male,group C,associate's degree,free/reduced,completed,49,43,45
female,group C,associate's degree,standard,none,75,81,87
male,group D,some college,standard,completed,75,64,68
male,group D,bachelor's degree,standard,completed,88,81,87
male,group C,some college,free/reduced,none,48,45,39
male,group C,master's degree,standard,completed,89,86,93
male,group C,some high school,free/reduced,none,51,49,48
female,group B,bachelor's degree,free/reduced,none,41,55,54
female,group C,some high school,free/reduced,completed,47,67,59
female,group B,some high school,free/reduced,none,38,38,45
female,group C,bachelor's degree,standard,none,78,80,87
